Timestamp,Campus_Location,Ambient_Temp_C,Activity_Level,Total_Demand_Liters
4/15/2025,Main_Hostel_A,15.5,High,1524
4/16/2025,Central_Canteen,18.2,High,1390
4/17/2025,Central_Library,29.6,Medium,540
4/18/2025,Academic_Block_1,32.6,Medium,1525
4/19/2025,Garden_Irrigation,31.2,Medium,1515
4/20/2025,Girls_Hostel_B,26.4,Medium,1626
4/21/2025,Main_Hostel_A,35.7,Low,1566
4/22/2025,Girls_Hostel_B,31.9,Medium,1896
4/23/2025,Academic_Block_1,32.2,Medium,1440
4/24/2025,Girls_Hostel_B,29.2,High,1872
4/25/2025,Campus_Laundry,31.3,Medium,2556
4/26/2025,Central_Canteen,39.1,High,1940
4/27/2025,Campus_Laundry,38.3,Medium,2970
4/28/2025,Central_Canteen,28.3,Medium,1435
4/29/2025,Indoor_Stadium,41.8,Medium,1630
4/30/2025,Central_Library,15,High,552
5/1/2025,Garden_Irrigation,21.4,Medium,1245
5/2/2025,Indoor_Stadium,36.6,Medium,1650
5/3/2025,Central_Canteen,41.2,Medium,1770
5/4/2025,Indoor_Stadium,29.5,Medium,1520
5/5/2025,Campus_Laundry,18.6,Medium,2223
5/6/2025,Academic_Block_1,36.6,Low,1190
5/7/2025,Indoor_Stadium,27.8,Medium,1445
5/8/2025,Boys_Hostel_C,19.2,Medium,1332
5/9/2025,Boys_Hostel_C,35.1,High,2154
5/10/2025,Girls_Hostel_B,41.5,Low,1794
5/11/2025,Central_Library,41.4,Medium,658
5/12/2025,Girls_Hostel_B,24.7,Low,1296
5/13/2025,Academic_Block_1,29.5,Low,1175
5/14/2025,Garden_Irrigation,22.7,Low,855
5/15/2025,Boys_Hostel_C,35.4,Low,1578
5/16/2025,Garden_Irrigation,34.4,Low,1310
5/17/2025,Campus_Laundry,21.6,High,2385
5/18/2025,Indoor_Stadium,23.4,Medium,1360
5/19/2025,Main_Hostel_A,25.1,Low,1344
5/20/2025,Main_Hostel_A,15.1,Medium,1356
5/21/2025,Girls_Hostel_B,38,Low,1758
5/22/2025,Garden_Irrigation,20.7,Medium,1155
5/23/2025,Academic_Block_1,19.2,Low,955
5/24/2025,Central_Library,23.6,Medium,468
5/25/2025,Girls_Hostel_B,26,Medium,1764
5/26/2025,Boys_Hostel_C,30.1,Medium,1770
5/27/2025,Girls_Hostel_B,22.6,Medium,1620
5/28/2025,Main_Hostel_A,28.1,Medium,1608
5/29/2025,Central_Library,29.8,High,648
5/30/2025,Garden_Irrigation,41.9,High,2030
5/31/2025,Academic_Block_1,24.2,Low,940
6/1/2025,Main_Hostel_A,41.3,Low,1698
6/2/2025,Main_Hostel_A,24.1,Low,1320
6/3/2025,Girls_Hostel_B,19.4,High,1680
6/4/2025,Girls_Hostel_B,16.8,High,1494
6/5/2025,Central_Library,30,Low,450
6/6/2025,Campus_Laundry,26.7,Low,2142
6/7/2025,Central_Canteen,17.6,High,1430
6/8/2025,Main_Hostel_A,36.6,Low,1608
6/9/2025,Main_Hostel_A,38.6,Medium,1908
6/10/2025,Boys_Hostel_C,25.3,Medium,1560
6/11/2025,Indoor_Stadium,15.3,Low,845
6/12/2025,Central_Canteen,38.4,High,1935
6/13/2025,Central_Canteen,16.5,Medium,1035
6/14/2025,Garden_Irrigation,16.9,Medium,1130
6/15/2025,Main_Hostel_A,29.5,Medium,1812
6/16/2025,Girls_Hostel_B,25.1,Low,1128
6/17/2025,Girls_Hostel_B,25.6,Medium,1488
6/18/2025,Girls_Hostel_B,28.4,Low,1224
6/19/2025,Boys_Hostel_C,35.4,Medium,1776
6/20/2025,Girls_Hostel_B,37.6,Medium,2064
6/21/2025,Central_Library,29.2,Medium,524
6/22/2025,Indoor_Stadium,24.6,Medium,1325
6/23/2025,Indoor_Stadium,22.3,High,1450
6/24/2025,Central_Canteen,27,Medium,1485
6/25/2025,Academic_Block_1,23.8,High,1385
6/26/2025,Academic_Block_1,19.1,Medium,1160
6/27/2025,Central_Canteen,30.4,Medium,1575
6/28/2025,Boys_Hostel_C,21.1,High,1794
6/29/2025,Indoor_Stadium,41,Medium,1765
6/30/2025,Boys_Hostel_C,18.2,Medium,1266
7/1/2025,Central_Library,40,High,726
7/2/2025,Campus_Laundry,26.5,High,2754
7/3/2025,Academic_Block_1,33.9,Low,1135
7/4/2025,Central_Library,36.2,Medium,642
7/5/2025,Boys_Hostel_C,22.6,Low,1218
7/6/2025,Girls_Hostel_B,35.1,Low,1488
7/7/2025,Boys_Hostel_C,36.3,Low,1506
7/8/2025,Garden_Irrigation,15.5,Medium,1090
7/9/2025,Central_Canteen,18,Medium,1075
7/10/2025,Garden_Irrigation,34.4,Low,1225
7/11/2025,Academic_Block_1,25.6,Low,985
7/12/2025,Girls_Hostel_B,40.1,Low,1770
7/13/2025,Boys_Hostel_C,34.6,Low,1506
7/14/2025,Campus_Laundry,28.6,High,2817
7/15/2025,Main_Hostel_A,36.4,Medium,2004
7/16/2025,Central_Library,22.5,Medium,492
7/17/2025,Boys_Hostel_C,32.4,Medium,1764
7/18/2025,Central_Canteen,19.9,Low,845
7/19/2025,Indoor_Stadium,17,High,1250
7/20/2025,Boys_Hostel_C,37.8,Medium,2034
7/21/2025,Academic_Block_1,26.6,Medium,1275
7/22/2025,Boys_Hostel_C,34.7,Medium,1776
7/23/2025,Central_Canteen,21.9,Low,955
7/24/2025,Garden_Irrigation,19.3,Medium,1185
7/25/2025,Boys_Hostel_C,32.6,High,2202
7/26/2025,Girls_Hostel_B,35.9,Low,1626
7/27/2025,Academic_Block_1,27.1,Low,965
7/28/2025,Girls_Hostel_B,18,High,1644
7/29/2025,Boys_Hostel_C,26.8,Low,1422
7/30/2025,Boys_Hostel_C,24.9,Low,1260
7/31/2025,Campus_Laundry,17.3,Low,1440
8/1/2025,Indoor_Stadium,16.8,Medium,1175
8/2/2025,Main_Hostel_A,32.6,Low,1458
8/3/2025,Academic_Block_1,31,Low,1210
8/4/2025,Girls_Hostel_B,37.5,Low,1638
8/5/2025,Campus_Laundry,38.5,Medium,2835
8/6/2025,Central_Library,30.7,Low,432
8/7/2025,Central_Library,20.1,Medium,474
8/8/2025,Central_Library,21.1,High,538
8/9/2025,Girls_Hostel_B,15.7,Medium,1368
8/10/2025,Garden_Irrigation,32.9,Medium,1635
8/11/2025,Boys_Hostel_C,39.3,Medium,1872
8/12/2025,Academic_Block_1,30.4,Medium,1565
8/13/2025,Garden_Irrigation,36.1,Medium,1495
8/14/2025,Boys_Hostel_C,17.9,Low,1044
8/15/2025,Academic_Block_1,15.3,Medium,1075
8/16/2025,Central_Library,25.4,Medium,542
8/17/2025,Main_Hostel_A,38.3,Low,1500
8/18/2025,Central_Canteen,33.6,Low,1335
8/19/2025,Central_Canteen,34.9,Medium,1665
8/20/2025,Campus_Laundry,38.5,Medium,3042
8/21/2025,Central_Library,24.7,High,630
8/22/2025,Girls_Hostel_B,31.5,Low,1302
8/23/2025,Central_Canteen,28.6,Medium,1400
8/24/2025,Academic_Block_1,28.9,High,1670
8/25/2025,Main_Hostel_A,27.8,Low,1206
8/26/2025,Central_Library,15.1,Medium,462
8/27/2025,Girls_Hostel_B,29.1,Medium,1770
8/28/2025,Academic_Block_1,28.7,Medium,1505
8/29/2025,Campus_Laundry,39.2,High,3537
8/30/2025,Girls_Hostel_B,16.9,Low,1128
8/31/2025,Main_Hostel_A,29.1,High,1920
9/1/2025,Girls_Hostel_B,37.2,Medium,2016
9/2/2025,Central_Canteen,20.4,Medium,1200
9/3/2025,Garden_Irrigation,16.7,Medium,1110
9/4/2025,Campus_Laundry,40.9,Medium,2988
9/5/2025,Campus_Laundry,39.3,High,3519
9/6/2025,Central_Library,23.7,Medium,554
9/7/2025,Main_Hostel_A,23.1,Low,1182
9/8/2025,Academic_Block_1,15.1,Medium,980
9/9/2025,Central_Library,32.5,Medium,622
9/10/2025,Central_Library,40.5,Low,528
9/11/2025,Boys_Hostel_C,35.2,Medium,1962
9/12/2025,Campus_Laundry,22.2,High,2583
9/13/2025,Campus_Laundry,29.7,Medium,2412
9/14/2025,Main_Hostel_A,28,High,1986
9/15/2025,Central_Library,34.7,Medium,670
9/16/2025,Indoor_Stadium,22.1,Medium,1200
9/17/2025,Campus_Laundry,23.2,Medium,2331
9/18/2025,Central_Library,30.2,Low,450
9/19/2025,Main_Hostel_A,27,High,1794
9/20/2025,Boys_Hostel_C,29.7,Low,1470
9/21/2025,Girls_Hostel_B,40.4,Medium,1950
9/22/2025,Girls_Hostel_B,19.9,High,1812
9/23/2025,Boys_Hostel_C,32.1,Medium,1698
9/24/2025,Academic_Block_1,34.7,Low,1145
9/25/2025,Main_Hostel_A,33.2,Low,1362
9/26/2025,Boys_Hostel_C,31.1,Medium,1830
9/27/2025,Boys_Hostel_C,29.8,Medium,1866
9/28/2025,Girls_Hostel_B,16.2,Low,1032
9/29/2025,Girls_Hostel_B,34.7,High,2214
9/30/2025,Campus_Laundry,18,Medium,1872
10/1/2025,Boys_Hostel_C,36.6,Low,1512
10/2/2025,Garden_Irrigation,17.7,Medium,1260
10/3/2025,Central_Library,32.1,Low,474
10/4/2025,Academic_Block_1,33.7,High,1845
10/5/2025,Main_Hostel_A,24.5,Low,1266
10/6/2025,Central_Canteen,34.1,Low,1175
10/7/2025,Central_Canteen,27.3,Low,1110
10/8/2025,Girls_Hostel_B,33.3,Low,1620
10/9/2025,Campus_Laundry,32.2,Medium,2556
10/10/2025,Garden_Irrigation,28.2,Medium,1315
10/11/2025,Garden_Irrigation,20.4,High,1285
10/12/2025,Girls_Hostel_B,15.3,Low,990
10/13/2025,Central_Library,21.6,Low,362
10/14/2025,Indoor_Stadium,30.5,Medium,1430
10/15/2025,Central_Canteen,27.6,Medium,1480
10/16/2025,Main_Hostel_A,21.5,Medium,1500
10/17/2025,Campus_Laundry,18.3,Medium,1989
10/18/2025,Main_Hostel_A,19,Low,1002
10/19/2025,Main_Hostel_A,18.8,Low,900
10/20/2025,Garden_Irrigation,32.2,Medium,1500
10/21/2025,Academic_Block_1,34.7,Medium,1545
10/22/2025,Garden_Irrigation,16.3,Low,900
10/23/2025,Central_Canteen,40.3,Medium,1600
10/24/2025,Boys_Hostel_C,24.5,Medium,1584
10/25/2025,Girls_Hostel_B,41.3,Medium,2178
10/26/2025,Central_Library,34.5,Medium,624
10/27/2025,Garden_Irrigation,35.6,Low,1305
10/28/2025,Campus_Laundry,34.8,Medium,2610
10/29/2025,Central_Canteen,36.5,Medium,1505
10/30/2025,Indoor_Stadium,38.3,Low,1265
10/31/2025,Central_Library,33.1,Medium,572
11/1/2025,Central_Library,41.8,Medium,718
11/2/2025,Boys_Hostel_C,40.7,High,2190
11/3/2025,Boys_Hostel_C,25.3,Low,1140
11/4/2025,Central_Canteen,19.5,High,1405
11/5/2025,Main_Hostel_A,40.8,Low,1758
11/6/2025,Indoor_Stadium,29.3,Medium,1470
11/7/2025,Campus_Laundry,34.4,High,3141
11/8/2025,Academic_Block_1,26.2,Medium,1235
11/9/2025,Garden_Irrigation,35.9,Low,1365
11/10/2025,Central_Canteen,34,Low,1225
11/11/2025,Academic_Block_1,27.5,High,1640
11/12/2025,Central_Library,24.1,Medium,536
11/13/2025,Main_Hostel_A,36.8,Low,1578
11/14/2025,Girls_Hostel_B,39.9,High,2238
11/15/2025,Boys_Hostel_C,19.5,Medium,1410
11/16/2025,Garden_Irrigation,34.3,Low,1355
11/17/2025,Indoor_Stadium,20.3,Medium,1150
11/18/2025,Girls_Hostel_B,40.4,Medium,2100
11/19/2025,Garden_Irrigation,16.9,Medium,1095
11/20/2025,Indoor_Stadium,31.5,Medium,1515
11/21/2025,Main_Hostel_A,15.5,High,1608
11/22/2025,Central_Library,39.5,Medium,668
11/23/2025,Central_Library,21.6,Low,348
11/24/2025,Central_Library,16.3,Medium,456
11/25/2025,Indoor_Stadium,28.4,High,1720
11/26/2025,Boys_Hostel_C,23.6,Low,1164
11/27/2025,Boys_Hostel_C,37.4,Medium,2076
11/28/2025,Academic_Block_1,38.5,Low,1325
11/29/2025,Central_Canteen,32.9,Medium,1595
11/30/2025,Campus_Laundry,27.1,High,2961
12/1/2025,Garden_Irrigation,27,High,1470
12/2/2025,Indoor_Stadium,26.3,High,1615
12/3/2025,Academic_Block_1,20.7,Medium,1190
12/4/2025,Central_Canteen,20.8,Medium,1225
12/5/2025,Academic_Block_1,35.2,Low,1295
12/6/2025,Girls_Hostel_B,35.6,Medium,1758
12/7/2025,Central_Canteen,37.1,Medium,1650
12/8/2025,Main_Hostel_A,22.3,Low,1098
12/9/2025,Boys_Hostel_C,41.8,High,2460
12/10/2025,Garden_Irrigation,29.1,Low,1245
12/11/2025,Girls_Hostel_B,40.2,Medium,2010
12/12/2025,Central_Canteen,16.5,Medium,1005
12/13/2025,Indoor_Stadium,24,High,1560
12/14/2025,Academic_Block_1,29.3,Medium,1400
12/15/2025,Main_Hostel_A,28.7,High,1878
12/16/2025,Central_Canteen,31.6,Low,1180
12/17/2025,Campus_Laundry,37.8,High,3528
12/18/2025,Central_Library,28.5,Low,422
12/19/2025,Garden_Irrigation,32.7,High,1595
12/20/2025,Boys_Hostel_C,18,Medium,1518
12/21/2025,Girls_Hostel_B,18,Medium,1260
12/22/2025,Academic_Block_1,31.5,Low,1230
12/23/2025,Indoor_Stadium,38.4,Low,1390
12/24/2025,Main_Hostel_A,26.6,Low,1326
12/25/2025,Main_Hostel_A,23.6,Low,1086
12/26/2025,Academic_Block_1,28.3,Medium,1435
12/27/2025,Garden_Irrigation,22.5,Medium,1190
12/28/2025,Girls_Hostel_B,30.7,Medium,1656
12/29/2025,Boys_Hostel_C,31,Low,1500
12/30/2025,Campus_Laundry,25.5,Low,1674
12/31/2025,Central_Canteen,30.2,Medium,1465
1/1/2025,Central_Canteen,36,Medium,1500
1/2/2025,Indoor_Stadium,37.7,High,1870
1/3/2025,Central_Canteen,28.6,Medium,1320
1/4/2025,Boys_Hostel_C,17.9,Medium,1494
1/5/2025,Central_Canteen,41.5,High,1965
1/6/2025,Campus_Laundry,41.1,Medium,3321
1/7/2025,Central_Canteen,17.3,High,1290
1/8/2025,Boys_Hostel_C,21.2,Medium,1386
1/9/2025,Academic_Block_1,23.6,High,1390
1/10/2025,Indoor_Stadium,19,High,1420
1/11/2025,Central_Library,20,Medium,470
1/12/2025,Main_Hostel_A,27.9,Medium,1698
1/13/2025,Garden_Irrigation,30.6,Low,1255
1/14/2025,Central_Library,40,High,810
1/15/2025,Campus_Laundry,17.2,High,2223
1/16/2025,Campus_Laundry,33.6,Medium,2601
1/17/2025,Campus_Laundry,26.5,Low,2070
1/18/2025,Boys_Hostel_C,31,High,1902
1/19/2025,Central_Canteen,29.6,High,1530
1/20/2025,Central_Canteen,38.1,Medium,1725
1/21/2025,Girls_Hostel_B,35.9,Medium,1980
1/22/2025,Academic_Block_1,31.7,Low,1310
1/23/2025,Central_Canteen,31.7,Medium,1540
1/24/2025,Central_Library,23.7,Medium,484
1/25/2025,Garden_Irrigation,21.2,Medium,1190
1/26/2025,Academic_Block_1,18.9,High,1445
1/27/2025,Garden_Irrigation,28.5,Medium,1530
1/28/2025,Campus_Laundry,36,Medium,2700
1/29/2025,Boys_Hostel_C,40,Low,1746
1/30/2025,Garden_Irrigation,41.4,High,1990
1/31/2025,Campus_Laundry,24.9,Medium,2331
2/1/2025,Boys_Hostel_C,32.6,Medium,1932
2/2/2025,Indoor_Stadium,23.5,High,1425
2/3/2025,Campus_Laundry,22.5,Low,1719
2/4/2025,Indoor_Stadium,33.7,Medium,1610
2/5/2025,Central_Library,39.9,Low,592
2/6/2025,Academic_Block_1,20.1,High,1440
2/7/2025,Indoor_Stadium,31.6,Low,1150
2/8/2025,Central_Library,30,High,626
2/9/2025,Central_Canteen,30.4,Low,1160
2/10/2025,Central_Library,35.5,Low,510
2/11/2025,Boys_Hostel_C,29.5,Low,1230
2/12/2025,Central_Canteen,30.2,Medium,1575
2/13/2025,Indoor_Stadium,32.5,High,1765
2/14/2025,Garden_Irrigation,23,High,1510
2/15/2025,Girls_Hostel_B,23.7,High,1746
2/16/2025,Boys_Hostel_C,35.5,Low,1566
2/17/2025,Indoor_Stadium,15,Medium,1140
2/18/2025,Central_Canteen,30.5,Low,1200
2/19/2025,Boys_Hostel_C,24,Medium,1422
2/20/2025,Central_Canteen,36,Low,1195
2/21/2025,Boys_Hostel_C,37.7,Low,1566
2/22/2025,Academic_Block_1,24.7,Medium,1290
2/23/2025,Central_Canteen,20.6,High,1430
2/24/2025,Main_Hostel_A,15.2,Medium,1188
2/25/2025,Campus_Laundry,26.1,Low,2061
2/26/2025,Campus_Laundry,19,Medium,2034
2/27/2025,Garden_Irrigation,15.2,Medium,1125
2/28/2025,Girls_Hostel_B,21.7,Medium,1470
3/1/2025,Campus_Laundry,41.3,Medium,3294
3/2/2025,Central_Library,16.1,High,536
3/3/2025,Boys_Hostel_C,36.7,High,2118
3/4/2025,Central_Canteen,27.8,Medium,1405
3/5/2025,Girls_Hostel_B,17.2,High,1680
3/6/2025,Central_Library,39.5,Low,510
3/7/2025,Boys_Hostel_C,37.1,High,2076
3/8/2025,Central_Canteen,36.9,Medium,1575
3/9/2025,Garden_Irrigation,26.7,High,1570
3/10/2025,Girls_Hostel_B,18.7,Medium,1542
3/11/2025,Girls_Hostel_B,36.9,Medium,1926
3/12/2025,Garden_Irrigation,18.2,Low,750
3/13/2025,Boys_Hostel_C,18,Low,1128
3/14/2025,Indoor_Stadium,23.8,Medium,1270
3/15/2025,Boys_Hostel_C,34.1,Low,1404
3/16/2025,Girls_Hostel_B,16.2,High,1494
3/17/2025,Indoor_Stadium,21.3,Medium,1285
3/18/2025,Academic_Block_1,40.4,Medium,1600
3/19/2025,Central_Canteen,23.2,Medium,1370
3/20/2025,Academic_Block_1,34.4,Medium,1600
3/21/2025,Garden_Irrigation,17.2,High,1430
3/22/2025,Indoor_Stadium,22,Medium,1295
3/23/2025,Main_Hostel_A,24.5,Medium,1698
3/24/2025,Central_Canteen,35.5,High,1905
3/25/2025,Garden_Irrigation,41.6,Low,1455
3/26/2025,Girls_Hostel_B,29.7,Low,1380
3/27/2025,Indoor_Stadium,30.1,Medium,1400
3/28/2025,Indoor_Stadium,15.2,Medium,1025
3/29/2025,Central_Library,36.6,High,730
3/30/2025,Central_Canteen,41.4,Low,1340
3/31/2025,Central_Canteen,19.1,Medium,1095
4/1/2025,Central_Canteen,37.7,Medium,1695
4/2/2025,Girls_Hostel_B,42,Low,1788
4/3/2025,Central_Library,35.2,High,732
4/4/2025,Main_Hostel_A,24.9,Medium,1518
4/5/2025,Central_Canteen,20,High,1450
4/6/2025,Girls_Hostel_B,29.8,High,2100
4/7/2025,Indoor_Stadium,38.5,Low,1245
4/8/2025,Girls_Hostel_B,28.9,Medium,1818
4/9/2025,Central_Canteen,15.9,Low,810
4/10/2025,Central_Canteen,38.5,High,1805
4/11/2025,Girls_Hostel_B,35.3,Medium,1764
4/12/2025,Main_Hostel_A,30.3,Low,1488
4/13/2025,Campus_Laundry,18.1,Medium,2304
4/14/2025,Indoor_Stadium,35.8,Medium,1545
4/15/2025,Girls_Hostel_B,22.2,High,1722
4/16/2025,Campus_Laundry,30.4,Medium,2655
4/17/2025,Garden_Irrigation,36.5,High,1890
4/18/2025,Campus_Laundry,23.4,Medium,2178
4/19/2025,Main_Hostel_A,17.5,Medium,1482
4/20/2025,Indoor_Stadium,28.9,High,1515
4/21/2025,Central_Canteen,28.3,Low,1130
4/22/2025,Academic_Block_1,15.2,Low,755
4/23/2025,Indoor_Stadium,40.9,Medium,1835
4/24/2025,Indoor_Stadium,34.8,Medium,1580
4/25/2025,Academic_Block_1,31.8,Low,1120
4/26/2025,Central_Library,39.6,Medium,646
4/27/2025,Main_Hostel_A,15.9,Medium,1410
4/28/2025,Central_Canteen,21.6,Medium,1325
4/29/2025,Girls_Hostel_B,29.3,Medium,1716
4/30/2025,Campus_Laundry,24.2,High,2691
5/1/2025,Campus_Laundry,23.5,Low,2007
5/2/2025,Garden_Irrigation,25,Medium,1395
5/3/2025,Central_Library,28.1,Low,398
5/4/2025,Academic_Block_1,25,Medium,1305
5/5/2025,Campus_Laundry,37.1,Low,2538
5/6/2025,Main_Hostel_A,15.9,Medium,1440
5/7/2025,Girls_Hostel_B,25,High,1872
5/8/2025,Girls_Hostel_B,17,Medium,1428
5/9/2025,Main_Hostel_A,18.1,Low,954
5/10/2025,Boys_Hostel_C,22.6,Medium,1536
5/11/2025,Girls_Hostel_B,33.1,Medium,1722
5/12/2025,Central_Library,22.5,Medium,538
5/13/2025,Garden_Irrigation,26.3,Low,965
5/14/2025,Central_Library,29.7,Medium,560
5/15/2025,Garden_Irrigation,25.2,Medium,1370
5/16/2025,Central_Library,41.5,Medium,746
5/17/2025,Academic_Block_1,16.7,High,1300
5/18/2025,Girls_Hostel_B,30.5,High,1872
5/19/2025,Central_Canteen,34.2,Medium,1505
5/20/2025,Central_Canteen,22,High,1560
5/21/2025,Garden_Irrigation,26.5,High,1595
5/22/2025,Academic_Block_1,17.4,Medium,1240
5/23/2025,Central_Canteen,40.8,Medium,1615
5/24/2025,Campus_Laundry,25.2,Low,1692
5/25/2025,Main_Hostel_A,25.5,Medium,1482
5/26/2025,Campus_Laundry,15.7,High,2133
5/27/2025,Central_Canteen,20.2,High,1450
5/28/2025,Central_Library,25.4,Medium,532
5/29/2025,Garden_Irrigation,32.7,Low,1320
5/30/2025,Central_Canteen,40.9,Low,1360
5/31/2025,Garden_Irrigation,36.9,High,1795
6/1/2025,Campus_Laundry,39.4,Medium,2880
6/2/2025,Academic_Block_1,29.9,Low,1170
6/3/2025,Main_Hostel_A,18.1,Medium,1368
6/4/2025,Main_Hostel_A,41.6,Medium,1992
6/5/2025,Central_Canteen,36,Medium,1730
6/6/2025,Main_Hostel_A,35.6,Low,1620
6/7/2025,Girls_Hostel_B,32.7,Medium,1686
6/8/2025,Boys_Hostel_C,18.8,Medium,1284
6/9/2025,Main_Hostel_A,36,High,2298
6/10/2025,Campus_Laundry,30,Medium,2664
6/11/2025,Indoor_Stadium,32.5,Low,1210
6/12/2025,Main_Hostel_A,24.2,High,1902
6/13/2025,Central_Library,20.5,Medium,474
6/14/2025,Academic_Block_1,22.3,Low,1090
6/15/2025,Campus_Laundry,19,Medium,2178
6/16/2025,Girls_Hostel_B,40.2,Medium,1968
6/17/2025,Campus_Laundry,33.5,Medium,2916
6/18/2025,Main_Hostel_A,31.3,Low,1530
6/19/2025,Central_Canteen,35.2,High,1780
6/20/2025,Garden_Irrigation,38.3,Low,1300
6/21/2025,Central_Canteen,20.3,High,1465
6/22/2025,Girls_Hostel_B,33.7,Medium,1926
6/23/2025,Girls_Hostel_B,16.5,Medium,1236
6/24/2025,Academic_Block_1,37.4,Low,1400
6/25/2025,Academic_Block_1,25.7,Medium,1465
6/26/2025,Central_Canteen,29.3,Low,1030
6/27/2025,Campus_Laundry,40.7,Low,2610
6/28/2025,Campus_Laundry,25.6,Medium,2241
6/29/2025,Boys_Hostel_C,20.2,Medium,1428
6/30/2025,Garden_Irrigation,16.1,Medium,1160
7/1/2025,Indoor_Stadium,21.3,Medium,1130
7/2/2025,Academic_Block_1,33.6,Medium,1445
7/3/2025,Academic_Block_1,23.2,Medium,1185
7/4/2025,Girls_Hostel_B,32,Low,1494
7/5/2025,Garden_Irrigation,27.9,Medium,1355
7/6/2025,Boys_Hostel_C,38.6,Medium,2100
7/7/2025,Central_Library,39.9,Medium,726
7/8/2025,Girls_Hostel_B,25,Low,1254
7/9/2025,Girls_Hostel_B,38.1,Low,1506
7/10/2025,Garden_Irrigation,24.6,Low,1070
7/11/2025,Campus_Laundry,20.4,Medium,2241
7/12/2025,Girls_Hostel_B,24.4,Medium,1494
7/13/2025,Girls_Hostel_B,16.6,Low,954
7/14/2025,Girls_Hostel_B,41,Medium,1932
7/15/2025,Girls_Hostel_B,34.6,Medium,1986
7/16/2025,Academic_Block_1,17.4,Low,840
7/17/2025,Boys_Hostel_C,32.9,Medium,1908
7/18/2025,Academic_Block_1,29.1,Medium,1450
7/19/2025,Indoor_Stadium,18.9,Low,995
7/20/2025,Indoor_Stadium,37.5,Low,1300
7/21/2025,Boys_Hostel_C,28.8,Medium,1800
7/22/2025,Central_Canteen,16.2,High,1335
7/23/2025,Indoor_Stadium,24.5,Medium,1300
7/24/2025,Central_Canteen,22.8,High,1505
7/25/2025,Indoor_Stadium,19.9,Medium,1180
7/26/2025,Main_Hostel_A,30.7,High,2058
7/27/2025,Garden_Irrigation,36.1,Medium,1505
7/28/2025,Campus_Laundry,23.7,Low,1971
7/29/2025,Central_Library,20.7,Low,410
7/30/2025,Academic_Block_1,25.8,Medium,1320
7/31/2025,Campus_Laundry,28.5,Low,1917
8/1/2025,Campus_Laundry,32.4,Medium,2511
8/2/2025,Garden_Irrigation,23,Medium,1195
8/3/2025,Academic_Block_1,27.2,Low,1120
8/4/2025,Campus_Laundry,18.9,Medium,2178
8/5/2025,Central_Library,35.9,High,766
8/6/2025,Boys_Hostel_C,29,Medium,1710
8/7/2025,Main_Hostel_A,22.4,High,1776
8/8/2025,Central_Library,37.1,Low,534
8/9/2025,Main_Hostel_A,31.7,Low,1482
8/10/2025,Central_Library,29.8,Medium,606
8/11/2025,Central_Canteen,24.1,High,1555
8/12/2025,Girls_Hostel_B,16,Medium,1296
8/13/2025,Central_Canteen,20.2,Medium,1335
8/14/2025,Academic_Block_1,29.3,Low,1025
8/15/2025,Boys_Hostel_C,34.3,Medium,1806
8/16/2025,Campus_Laundry,23.6,High,2574
8/17/2025,Campus_Laundry,29.3,High,2844
8/18/2025,Garden_Irrigation,32.8,High,1835
8/19/2025,Main_Hostel_A,22.8,Medium,1632
8/20/2025,Girls_Hostel_B,38.2,Medium,1890
8/21/2025,Central_Canteen,22.6,Low,1035
8/22/2025,Academic_Block_1,23.5,Low,900
8/23/2025,Boys_Hostel_C,35.9,High,2028
8/24/2025,Central_Canteen,18.9,High,1335
8/25/2025,Central_Canteen,18.1,Medium,1165
8/26/2025,Girls_Hostel_B,29,Medium,1800
8/27/2025,Indoor_Stadium,15.8,Medium,1120
8/28/2025,Central_Canteen,15.8,Medium,1180
8/29/2025,Girls_Hostel_B,19.3,Medium,1470
8/30/2025,Campus_Laundry,31.7,Medium,2799
8/31/2025,Main_Hostel_A,21.9,Medium,1458
9/1/2025,Garden_Irrigation,39.2,Medium,1695
9/2/2025,Garden_Irrigation,18.4,Medium,1225
9/3/2025,Central_Library,27.5,High,648
9/4/2025,Boys_Hostel_C,24.4,Low,1200
9/5/2025,Central_Canteen,29.2,High,1680
9/6/2025,Girls_Hostel_B,39.5,High,2136
9/7/2025,Academic_Block_1,29.7,Medium,1495
9/8/2025,Academic_Block_1,41.7,Medium,1680
9/9/2025,Main_Hostel_A,16.5,Medium,1416
9/10/2025,Campus_Laundry,20.6,High,2457
9/11/2025,Garden_Irrigation,41.5,High,1970
9/12/2025,Garden_Irrigation,22.9,High,1555
9/13/2025,Girls_Hostel_B,24.8,Low,1266
9/14/2025,Boys_Hostel_C,31.1,Medium,1830
9/15/2025,Main_Hostel_A,27.4,High,1938
9/16/2025,Central_Canteen,16.1,High,1315
9/17/2025,Central_Library,35.3,Medium,660
9/18/2025,Main_Hostel_A,20.1,Low,1212
9/19/2025,Main_Hostel_A,31.5,Medium,1674
9/20/2025,Boys_Hostel_C,29.6,Medium,1758
9/21/2025,Central_Library,15.3,Low,340
9/22/2025,Boys_Hostel_C,39.1,Medium,2148
9/23/2025,Central_Library,16.2,Medium,428
9/24/2025,Girls_Hostel_B,27.5,High,1884
9/25/2025,Central_Canteen,40.1,Medium,1775
9/26/2025,Central_Library,18.5,Low,396
9/27/2025,Girls_Hostel_B,22.1,Medium,1572
