Timestamp,Campus_Location,Ambient_Temp_C,Activity_Level,Total_Demand_Liters,Day_of_Week,Month,Is_Weekend
2025-04-26,Academic_Block_1,21.8,Medium,121.0,5,4,1
2025-04-27,Indoor_Stadium,29.4,Medium,1395.0,6,4,1
2025-04-28,Central_Library,33.5,Medium,624.0,0,4,0
2025-04-29,Girls_Hostel_B,23.1,Medium,1536.0,1,4,0
2025-04-30,Boys_Hostel_C,25.4,Medium,1566.0,2,4,0
2025-05-01,Boys_Hostel_C,27.1,Medium,1680.0,3,5,0
2025-05-02,Girls_Hostel_B,18.6,Low,1134.0,4,5,0
2025-05-03,Garden_Irrigation,34.0,Medium,1530.0,5,5,1
2025-05-04,Central_Library,16.8,High,55.800000000000004,6,5,1
2025-05-05,Campus_Laundry,33.2,Low,2358.0,0,5,0
2025-05-06,Garden_Irrigation,36.8,High,1775.0,1,5,0
2025-05-07,Indoor_Stadium,40.0,Medium,1655.0,2,5,0
2025-05-08,Indoor_Stadium,23.2,Low,900.0,3,5,0
2025-05-09,Indoor_Stadium,19.2,Low,945.0,4,5,0
2025-05-10,Main_Hostel_A,22.7,Medium,1794.0,5,5,1
2025-05-11,Indoor_Stadium,33.6,Low,1235.0,6,5,1
2025-05-12,Indoor_Stadium,23.1,Low,905.0,0,5,0
2025-05-13,Central_Library,15.8,High,530.0,1,5,0
2025-05-14,Boys_Hostel_C,34.7,Medium,1914.0,2,5,0
2025-05-15,Campus_Laundry,16.3,Medium,1890.0,3,5,0
2025-05-16,Garden_Irrigation,15.6,Medium,985.0,4,5,0
2025-05-17,Central_Canteen,35.5,Low,1250.0,5,5,1
2025-05-18,Girls_Hostel_B,15.6,Medium,1731.6000000000001,6,5,1
2025-05-19,Central_Canteen,37.0,High,1925.0,0,5,0
2025-05-20,Garden_Irrigation,22.1,Low,965.0,1,5,0
2025-05-21,Central_Canteen,28.1,Medium,1305.0,2,5,0
2025-05-22,Campus_Laundry,38.9,Medium,2844.0,3,5,0
2025-05-23,Indoor_Stadium,41.9,Low,1525.0,4,5,0
2025-05-24,Central_Library,22.9,Low,42.2,5,5,1
2025-05-25,Girls_Hostel_B,38.1,Low,2090.4,6,5,1
2025-05-26,Academic_Block_1,26.7,Low,1055.0,0,5,0
2025-05-27,Garden_Irrigation,31.8,Medium,1415.0,1,5,0
2025-05-28,Academic_Block_1,32.9,Low,1180.0,2,5,0
2025-05-29,Garden_Irrigation,36.0,Medium,1485.0,3,5,0
2025-05-30,Girls_Hostel_B,26.4,Medium,1716.0,4,5,0
2025-05-31,Boys_Hostel_C,32.9,Low,2051.4,5,5,1
2025-06-01,Central_Canteen,15.2,Medium,1015.0,6,6,1
2025-06-02,Boys_Hostel_C,29.5,Medium,1656.0,0,6,0
2025-06-03,Campus_Laundry,34.7,Medium,2952.0,1,6,0
2025-06-04,Campus_Laundry,28.9,Medium,2349.0,2,6,0
2025-06-05,Garden_Irrigation,39.7,Medium,1615.0,3,6,0
2025-06-06,Main_Hostel_A,17.5,Low,978.0,4,6,0
2025-06-07,Girls_Hostel_B,15.1,High,2074.8,5,6,1
2025-06-08,Central_Library,29.4,High,64.8,6,6,1
2025-06-09,Central_Canteen,22.4,Low,1050.0,0,6,0
2025-06-10,Central_Canteen,28.1,Medium,1490.0,1,6,0
2025-06-11,Central_Canteen,23.2,Low,835.0,2,6,0
2025-06-12,Boys_Hostel_C,24.9,Low,1116.0,3,6,0
2025-06-13,Main_Hostel_A,32.7,Medium,1914.0,4,6,0
2025-06-14,Girls_Hostel_B,29.7,High,2425.8,5,6,1
2025-06-15,Boys_Hostel_C,21.7,Medium,2082.6,6,6,1
2025-06-16,Academic_Block_1,29.3,Low,1120.0,0,6,0
2025-06-17,Garden_Irrigation,32.5,Medium,1440.0,1,6,0
2025-06-18,Central_Library,30.5,Medium,622.0,2,6,0
2025-06-19,Main_Hostel_A,18.8,Low,894.0,3,6,0
2025-06-20,Boys_Hostel_C,16.6,Medium,1182.0,4,6,0
2025-06-21,Garden_Irrigation,35.7,Medium,1610.0,5,6,1
2025-06-22,Academic_Block_1,30.5,Low,105.0,6,6,1
2025-06-23,Garden_Irrigation,41.7,Medium,1820.0,0,6,0
2025-06-24,Indoor_Stadium,23.8,Medium,1225.0,1,6,0
2025-06-25,Central_Library,23.3,High,566.0,2,6,0
2025-06-26,Academic_Block_1,15.6,High,1300.0,3,6,0
2025-06-27,Garden_Irrigation,28.2,Medium,1270.0,4,6,0
2025-06-28,Boys_Hostel_C,24.1,Medium,1848.6000000000001,5,6,1
2025-06-29,Central_Canteen,26.9,Low,1060.0,6,6,1
2025-06-30,Girls_Hostel_B,22.6,Medium,1542.0,0,6,0
2025-07-01,Academic_Block_1,21.7,Low,845.0,1,7,0
2025-07-02,Central_Canteen,31.8,Medium,1350.0,2,7,0
2025-07-03,Indoor_Stadium,22.6,Medium,1230.0,3,7,0
2025-07-04,Garden_Irrigation,29.4,Medium,1490.0,4,7,0
2025-07-05,Central_Canteen,19.7,High,1255.0,5,7,1
2025-07-06,Main_Hostel_A,26.3,Medium,1903.2,6,7,1
2025-07-07,Campus_Laundry,41.1,Medium,2970.0,0,7,0
2025-07-08,Indoor_Stadium,37.9,Medium,1570.0,1,7,0
2025-07-09,Central_Library,40.7,Medium,680.0,2,7,0
2025-07-10,Central_Library,21.6,Low,318.0,3,7,0
2025-07-11,Central_Library,39.8,Low,590.0,4,7,0
2025-07-12,Main_Hostel_A,19.8,Medium,1872.0,5,7,1
2025-07-13,Academic_Block_1,15.8,Low,66.5,6,7,1
2025-07-14,Central_Library,20.4,Medium,494.0,0,7,0
2025-07-15,Main_Hostel_A,19.1,Low,900.0,1,7,0
2025-07-16,Garden_Irrigation,30.7,Medium,1410.0,2,7,0
2025-07-17,Central_Canteen,35.7,Medium,1525.0,3,7,0
2025-07-18,Boys_Hostel_C,19.4,Medium,1416.0,4,7,0
2025-07-19,Academic_Block_1,35.1,Medium,152.0,5,7,1
2025-07-20,Indoor_Stadium,23.5,Medium,1260.0,6,7,1
2025-07-21,Girls_Hostel_B,15.8,Medium,1176.0,0,7,0
2025-07-22,Indoor_Stadium,22.5,Low,835.0,1,7,0
2025-07-23,Central_Library,18.4,High,570.0,2,7,0
2025-07-24,Campus_Laundry,29.1,Medium,2385.0,3,7,0
2025-07-25,Indoor_Stadium,35.2,High,1845.0,4,7,0
2025-07-26,Campus_Laundry,28.7,Low,1935.0,5,7,1
2025-07-27,Girls_Hostel_B,27.8,High,2605.2000000000003,6,7,1
2025-07-28,Girls_Hostel_B,31.8,High,1914.0,0,7,0
2025-07-29,Garden_Irrigation,17.7,Medium,1220.0,1,7,0
2025-07-30,Main_Hostel_A,39.0,High,2232.0,2,7,0
2025-07-31,Main_Hostel_A,32.0,Medium,1842.0,3,7,0
2025-08-01,Central_Library,30.9,Medium,606.0,4,8,0
2025-08-02,Campus_Laundry,26.5,High,2700.0,5,8,1
2025-08-03,Central_Library,18.5,High,50.400000000000006,6,8,1
2025-08-04,Indoor_Stadium,29.5,Low,1025.0,0,8,0
2025-08-05,Main_Hostel_A,25.4,Medium,1464.0,1,8,0
2025-08-06,Central_Library,30.3,Medium,570.0,2,8,0
2025-08-07,Central_Library,32.0,Low,514.0,3,8,0
2025-08-08,Garden_Irrigation,24.0,Medium,1220.0,4,8,0
2025-08-09,Boys_Hostel_C,25.9,Medium,2098.2000000000003,5,8,1
2025-08-10,Indoor_Stadium,15.9,High,1250.0,6,8,1
2025-08-11,Main_Hostel_A,23.6,Medium,1428.0,0,8,0
2025-08-12,Main_Hostel_A,38.7,Medium,1884.0,1,8,0
2025-08-13,Campus_Laundry,21.5,Low,1746.0,2,8,0
2025-08-14,Central_Canteen,37.0,Low,1410.0,3,8,0
2025-08-15,Girls_Hostel_B,41.2,Low,1722.0,4,8,0
2025-08-16,Central_Canteen,37.5,Low,1210.0,5,8,1
2025-08-17,Academic_Block_1,26.8,Low,101.5,6,8,1
2025-08-18,Campus_Laundry,31.0,Medium,2502.0,0,8,0
2025-08-19,Main_Hostel_A,39.9,High,2346.0,1,8,0
2025-08-20,Garden_Irrigation,38.3,Medium,1605.0,2,8,0
2025-08-21,Garden_Irrigation,27.6,High,1685.0,3,8,0
2025-08-22,Main_Hostel_A,24.5,Medium,1698.0,4,8,0
2025-08-23,Main_Hostel_A,41.6,Medium,2558.4,5,8,1
2025-08-24,Main_Hostel_A,35.3,Low,1965.6000000000001,6,8,1
2025-08-25,Boys_Hostel_C,18.8,Low,1044.0,0,8,0
2025-08-26,Girls_Hostel_B,22.5,Medium,1446.0,1,8,0
2025-08-27,Garden_Irrigation,23.4,Medium,1330.0,2,8,0
2025-08-28,Central_Canteen,29.1,Medium,1340.0,3,8,0
2025-08-29,Boys_Hostel_C,37.4,Medium,1944.0,4,8,0
2025-08-30,Indoor_Stadium,35.8,High,1850.0,5,8,1
2025-08-31,Indoor_Stadium,34.4,Medium,1565.0,6,8,1
2025-09-01,Central_Canteen,29.5,Medium,1295.0,0,9,0
2025-09-02,Central_Library,34.8,Medium,576.0,1,9,0
2025-09-03,Indoor_Stadium,37.2,High,1715.0,2,9,0
2025-09-04,Central_Library,22.5,High,564.0,3,9,0
2025-09-05,Garden_Irrigation,33.6,Low,1095.0,4,9,0
2025-09-06,Academic_Block_1,31.3,Medium,136.0,5,9,1
2025-09-07,Central_Library,18.9,Medium,49.6,6,9,1
2025-09-08,Academic_Block_1,31.7,Medium,1500.0,0,9,0
2025-09-09,Main_Hostel_A,38.2,Medium,1944.0,1,9,0
2025-09-10,Central_Library,38.0,High,776.0,2,9,0
2025-09-11,Academic_Block_1,21.2,Medium,1240.0,3,9,0
2025-09-12,Boys_Hostel_C,21.8,Low,1230.0,4,9,0
2025-09-13,Boys_Hostel_C,30.1,Low,1599.0,5,9,1
2025-09-14,Campus_Laundry,24.8,Medium,2493.0,6,9,1
2025-09-15,Central_Library,37.3,Low,564.0,0,9,0
2025-09-16,Indoor_Stadium,19.8,Medium,1165.0,1,9,0
2025-09-17,Academic_Block_1,17.0,Medium,1170.0,2,9,0
2025-09-18,Campus_Laundry,31.1,Medium,2808.0,3,9,0
2025-09-19,Boys_Hostel_C,29.9,High,1926.0,4,9,0
2025-09-20,Boys_Hostel_C,31.2,Medium,2425.8,5,9,1
2025-09-21,Academic_Block_1,36.5,Medium,148.5,6,9,1
2025-09-22,Girls_Hostel_B,22.6,Low,1266.0,0,9,0
2025-09-23,Campus_Laundry,29.9,High,2709.0,1,9,0
2025-09-24,Central_Library,38.1,Medium,644.0,2,9,0
2025-09-25,Garden_Irrigation,36.3,High,1855.0,3,9,0
2025-09-26,Academic_Block_1,31.9,Low,1090.0,4,9,0
2025-09-27,Garden_Irrigation,35.5,Medium,1535.0,5,9,1
2025-09-28,Academic_Block_1,37.6,High,186.0,6,9,1
2025-09-29,Academic_Block_1,38.5,Medium,1705.0,0,9,0
2025-09-30,Campus_Laundry,40.3,Medium,3033.0,1,9,0
2025-10-01,Girls_Hostel_B,34.1,High,2094.0,2,10,0
2025-10-02,Main_Hostel_A,25.5,Low,1098.0,3,10,0
2025-10-03,Girls_Hostel_B,15.6,Medium,1212.0,4,10,0
2025-10-04,Boys_Hostel_C,35.1,Medium,2433.6,5,10,1
2025-10-05,Campus_Laundry,32.3,High,3060.0,6,10,1
2025-10-06,Garden_Irrigation,28.4,Medium,1355.0,0,10,0
2025-10-07,Indoor_Stadium,30.8,Medium,1440.0,1,10,0
2025-10-08,Campus_Laundry,33.8,Medium,2538.0,2,10,0
2025-10-09,Academic_Block_1,20.1,Low,860.0,3,10,0
2025-10-10,Garden_Irrigation,35.7,Medium,1585.0,4,10,0
2025-10-11,Central_Library,41.5,Low,59.800000000000004,5,10,1
2025-10-12,Central_Canteen,27.7,Medium,1280.0,6,10,1
2025-10-13,Central_Canteen,40.4,Medium,1715.0,0,10,0
2025-10-14,Central_Canteen,19.5,Medium,1100.0,1,10,0
2025-10-15,Central_Library,28.0,Low,388.0,2,10,0
2025-10-16,Main_Hostel_A,16.9,Medium,1332.0,3,10,0
2025-10-17,Indoor_Stadium,20.0,Medium,1160.0,4,10,0
2025-10-18,Academic_Block_1,37.7,Low,139.5,5,10,1
2025-10-19,Indoor_Stadium,39.3,Medium,1590.0,6,10,1
2025-10-20,Indoor_Stadium,25.7,Low,1055.0,0,10,0
2025-10-21,Indoor_Stadium,40.7,Medium,1750.0,1,10,0
2025-10-22,Main_Hostel_A,38.1,Low,1494.0,2,10,0
2025-10-23,Garden_Irrigation,26.5,Low,1090.0,3,10,0
2025-10-24,Academic_Block_1,25.7,Medium,1365.0,4,10,0
2025-10-25,Main_Hostel_A,38.2,Medium,2394.6,5,10,1
2025-10-26,Boys_Hostel_C,29.6,Medium,2246.4,6,10,1
2025-10-27,Boys_Hostel_C,26.5,Medium,1572.0,0,10,0
2025-10-28,Main_Hostel_A,27.9,High,1962.0,1,10,0
2025-10-29,Boys_Hostel_C,31.6,Low,1320.0,2,10,0
2025-10-30,Central_Library,30.5,Low,500.0,3,10,0
2025-10-31,Garden_Irrigation,35.1,Medium,1625.0,4,10,0
2025-11-01,Indoor_Stadium,20.8,Medium,1225.0,5,11,1
2025-11-02,Girls_Hostel_B,20.7,Medium,1739.4,6,11,1
2025-11-03,Girls_Hostel_B,31.7,Medium,1794.0,0,11,0
2025-11-04,Boys_Hostel_C,28.7,Low,1176.0,1,11,0
2025-11-05,Campus_Laundry,27.3,High,3015.0,2,11,0
2025-11-06,Main_Hostel_A,15.1,High,1392.0,3,11,0
2025-11-07,Campus_Laundry,39.2,Medium,3123.0,4,11,0
2025-11-08,Central_Canteen,20.1,Medium,1285.0,5,11,1
2025-11-09,Boys_Hostel_C,24.9,Low,1521.0,6,11,1
2025-11-10,Boys_Hostel_C,23.2,Medium,1476.0,0,11,0
2025-11-11,Central_Library,35.9,High,702.0,1,11,0
2025-11-12,Main_Hostel_A,27.1,Low,1224.0,2,11,0
2025-11-13,Boys_Hostel_C,19.5,Medium,1356.0,3,11,0
2025-11-14,Garden_Irrigation,29.3,High,1570.0,4,11,0
2025-11-15,Main_Hostel_A,34.7,Medium,2379.0,5,11,1
2025-11-16,Central_Library,35.8,Medium,60.0,6,11,1
2025-11-17,Central_Canteen,18.9,Medium,1105.0,0,11,0
2025-11-18,Girls_Hostel_B,22.0,Medium,1320.0,1,11,0
2025-11-19,Academic_Block_1,22.9,Medium,1160.0,2,11,0
2025-11-20,Central_Canteen,40.8,Low,1425.0,3,11,0
2025-11-21,Campus_Laundry,32.7,High,2970.0,4,11,0
2025-11-22,Boys_Hostel_C,38.7,Low,2098.2000000000003,5,11,1
2025-11-23,Main_Hostel_A,23.7,Medium,1864.2,6,11,1
2025-11-24,Girls_Hostel_B,16.4,Medium,1176.0,0,11,0
2025-11-25,Main_Hostel_A,33.3,Medium,1734.0,1,11,0
2025-11-26,Central_Canteen,16.2,Medium,1105.0,2,11,0
2025-11-27,Central_Library,27.4,High,648.0,3,11,0
2025-11-28,Central_Canteen,37.2,Low,1365.0,4,11,0
2025-11-29,Academic_Block_1,30.2,Medium,131.5,5,11,1
2025-11-30,Indoor_Stadium,26.3,Medium,1345.0,6,11,1
2025-12-01,Central_Canteen,15.6,High,1225.0,0,12,0
2025-12-02,Girls_Hostel_B,15.2,High,1464.0,1,12,0
2025-12-03,Campus_Laundry,30.4,Low,1854.0,2,12,0
2025-12-04,Campus_Laundry,18.6,Medium,1998.0,3,12,0
2025-12-05,Central_Library,41.6,Medium,720.0,4,12,0
2025-12-06,Girls_Hostel_B,25.9,Medium,2106.0,5,12,1
2025-12-07,Girls_Hostel_B,34.4,Low,1840.8,6,12,1
2025-12-08,Central_Library,40.6,Low,566.0,0,12,0
2025-12-09,Central_Canteen,30.7,High,1700.0,1,12,0
2025-12-10,Central_Library,33.8,Medium,562.0,2,12,0
2025-12-11,Girls_Hostel_B,27.9,Low,1152.0,3,12,0
2025-12-12,Girls_Hostel_B,38.4,Low,1602.0,4,12,0
2025-12-13,Main_Hostel_A,16.3,Medium,1716.0,5,12,1
2025-12-14,Central_Canteen,40.3,Low,1325.0,6,12,1
2025-12-15,Academic_Block_1,21.6,Medium,1340.0,0,12,0
2025-12-16,Academic_Block_1,39.3,Low,1295.0,1,12,0
2025-12-17,Central_Canteen,34.9,Medium,1625.0,2,12,0
2025-12-18,Main_Hostel_A,32.4,High,2082.0,3,12,0
2025-12-19,Indoor_Stadium,39.6,Medium,1635.0,4,12,0
2025-12-20,Indoor_Stadium,22.5,Medium,1250.0,5,12,1
2025-12-21,Academic_Block_1,36.0,Medium,157.5,6,12,1
2025-12-22,Boys_Hostel_C,22.7,Medium,1530.0,0,12,0
2025-12-23,Central_Canteen,35.8,Medium,1560.0,1,12,0
2025-12-24,Central_Library,28.9,Medium,532.0,2,12,0
2025-12-25,Girls_Hostel_B,19.7,Low,1056.0,3,12,0
2025-12-26,Central_Canteen,37.0,Medium,1700.0,4,12,0
2025-12-27,Indoor_Stadium,21.5,High,1310.0,5,12,1
2025-12-28,Academic_Block_1,16.2,Medium,107.5,6,12,1
2025-12-29,Central_Library,25.6,Low,404.0,0,12,0
2025-12-30,Boys_Hostel_C,27.0,High,1890.0,1,12,0
2025-12-31,Boys_Hostel_C,38.2,Medium,2022.0,2,12,0
2025-01-01,Central_Library,33.4,Medium,614.0,2,1,0
2025-01-02,Academic_Block_1,35.0,Low,1270.0,3,1,0
2025-01-03,Indoor_Stadium,15.7,Medium,1235.0,4,1,0
2025-01-04,Garden_Irrigation,37.4,High,1920.0,5,1,1
2025-01-05,Garden_Irrigation,29.7,Medium,1500.0,6,1,1
2025-01-06,Girls_Hostel_B,16.9,High,1518.0,0,1,0
2025-01-07,Boys_Hostel_C,15.9,Low,1086.0,1,1,0
2025-01-08,Main_Hostel_A,34.2,Medium,1860.0,2,1,0
2025-01-09,Central_Canteen,26.0,High,1565.0,3,1,0
2025-01-10,Indoor_Stadium,37.8,Low,1320.0,4,1,0
2025-01-11,Indoor_Stadium,31.0,Medium,1570.0,5,1,1
2025-01-12,Campus_Laundry,41.4,High,3429.0,6,1,1
2025-01-13,Boys_Hostel_C,38.6,Medium,2004.0,0,1,0
2025-01-14,Campus_Laundry,30.6,High,3186.0,1,1,0
2025-01-15,Indoor_Stadium,18.3,Medium,1215.0,2,1,0
2025-01-16,Campus_Laundry,32.0,Medium,2619.0,3,1,0
2025-01-17,Girls_Hostel_B,22.9,High,1812.0,4,1,0
2025-01-18,Main_Hostel_A,38.5,Medium,2542.8,5,1,1
2025-01-19,Indoor_Stadium,23.4,Medium,1370.0,6,1,1
2025-01-20,Central_Canteen,24.2,Medium,1225.0,0,1,0
2025-01-21,Boys_Hostel_C,16.5,High,1548.0,1,1,0
2025-01-22,Boys_Hostel_C,17.5,Medium,1404.0,2,1,0
2025-01-23,Boys_Hostel_C,38.2,High,2196.0,3,1,0
2025-01-24,Girls_Hostel_B,24.9,High,1860.0,4,1,0
2025-01-25,Campus_Laundry,26.6,High,2799.0,5,1,1
2025-01-26,Girls_Hostel_B,37.4,Low,2215.2000000000003,6,1,1
2025-01-27,Garden_Irrigation,38.1,Low,1295.0,0,1,0
2025-01-28,Indoor_Stadium,35.8,Medium,1645.0,1,1,0
2025-01-29,Central_Library,38.5,High,802.0,2,1,0
2025-01-30,Garden_Irrigation,26.2,Medium,1265.0,3,1,0
2025-01-31,Academic_Block_1,41.4,Medium,1670.0,4,1,0
2025-02-01,Boys_Hostel_C,35.1,Medium,2394.6,5,2,1
2025-02-02,Garden_Irrigation,29.7,Low,1065.0,6,2,1
2025-02-03,Indoor_Stadium,35.9,Medium,1615.0,0,2,0
2025-02-04,Academic_Block_1,28.4,Low,1175.0,1,2,0
2025-02-05,Main_Hostel_A,26.4,Medium,1614.0,2,2,0
2025-02-06,Central_Library,39.7,Low,568.0,3,2,0
2025-02-07,Girls_Hostel_B,22.0,Medium,1440.0,4,2,0
2025-02-08,Garden_Irrigation,29.4,Medium,1400.0,5,2,1
2025-02-09,Garden_Irrigation,25.9,Medium,1265.0,6,2,1
2025-02-10,Girls_Hostel_B,25.7,Medium,1584.0,0,2,0
2025-02-11,Academic_Block_1,28.3,Medium,1480.0,1,2,0
2025-02-12,Central_Canteen,18.9,High,1445.0,2,2,0
2025-02-13,Central_Library,22.2,Medium,550.0,3,2,0
2025-02-14,Garden_Irrigation,16.0,Low,860.0,4,2,0
2025-02-15,Girls_Hostel_B,20.0,Medium,1864.2,5,2,1
2025-02-16,Central_Library,22.3,Low,39.400000000000006,6,2,1
2025-02-17,Central_Library,16.0,Medium,436.0,0,2,0
2025-02-18,Boys_Hostel_C,28.8,Medium,1698.0,1,2,0
2025-02-19,Boys_Hostel_C,21.5,Low,1194.0,2,2,0
2025-02-20,Boys_Hostel_C,28.1,Medium,1794.0,3,2,0
2025-02-21,Indoor_Stadium,32.5,Low,1330.0,4,2,0
2025-02-22,Indoor_Stadium,19.1,Low,970.0,5,2,1
2025-02-23,Indoor_Stadium,16.8,High,1265.0,6,2,1
2025-02-24,Girls_Hostel_B,30.6,Medium,1878.0,0,2,0
2025-02-25,Boys_Hostel_C,39.4,Medium,2034.0,1,2,0
2025-02-26,Boys_Hostel_C,17.2,Low,1170.0,2,2,0
2025-02-27,Garden_Irrigation,34.5,Medium,1700.0,3,2,0
2025-02-28,Academic_Block_1,41.5,High,1930.0,4,2,0
2025-03-01,Campus_Laundry,28.5,Low,1845.0,5,3,1
2025-03-02,Indoor_Stadium,23.8,Low,985.0,6,3,1
2025-03-03,Main_Hostel_A,33.1,Medium,1776.0,0,3,0
2025-03-04,Central_Canteen,32.1,Medium,1570.0,1,3,0
2025-03-05,Academic_Block_1,35.1,Low,1215.0,2,3,0
2025-03-06,Academic_Block_1,33.2,Medium,1590.0,3,3,0
2025-03-07,Indoor_Stadium,15.4,Low,700.0,4,3,0
2025-03-08,Indoor_Stadium,22.1,Low,885.0,5,3,1
2025-03-09,Central_Canteen,40.4,High,1920.0,6,3,1
2025-03-10,Garden_Irrigation,36.6,Medium,1700.0,0,3,0
2025-03-11,Main_Hostel_A,24.5,Medium,1734.0,1,3,0
2025-03-12,Garden_Irrigation,24.1,Medium,1285.0,2,3,0
2025-03-13,Central_Library,38.2,Medium,626.0,3,3,0
2025-03-14,Girls_Hostel_B,17.7,High,1758.0,4,3,0
2025-03-15,Main_Hostel_A,34.6,Low,1840.8,5,3,1
2025-03-16,Main_Hostel_A,41.3,High,2909.4,6,3,1
2025-03-17,Indoor_Stadium,19.9,High,1345.0,0,3,0
2025-03-18,Central_Canteen,25.6,Medium,1315.0,1,3,0
2025-03-19,Central_Canteen,18.3,High,1370.0,2,3,0
2025-03-20,Academic_Block_1,20.8,Medium,1330.0,3,3,0
2025-03-21,Campus_Laundry,37.2,High,3348.0,4,3,0
2025-03-22,Central_Library,20.4,High,59.0,5,3,1
2025-03-23,Girls_Hostel_B,16.2,Low,1099.8,6,3,1
2025-03-24,Indoor_Stadium,18.3,Low,825.0,0,3,0
2025-03-25,Indoor_Stadium,23.6,Medium,1420.0,1,3,0
2025-03-26,Indoor_Stadium,39.2,Low,1385.0,2,3,0
2025-03-27,Main_Hostel_A,32.5,Medium,1884.0,3,3,0
2025-03-28,Academic_Block_1,34.8,Medium,1510.0,4,3,0
2025-03-29,Garden_Irrigation,21.9,Medium,1230.0,5,3,1
2025-03-30,Central_Library,26.4,Low,43.2,6,3,1
2025-03-31,Main_Hostel_A,31.5,High,2076.0,0,3,0
2025-04-01,Central_Library,36.5,High,762.0,1,4,0
2025-04-02,Indoor_Stadium,36.5,Medium,1545.0,2,4,0
2025-04-03,Boys_Hostel_C,34.2,Low,1422.0,3,4,0
2025-04-04,Central_Library,36.0,Medium,640.0,4,4,0
2025-04-05,Academic_Block_1,30.6,Medium,139.5,5,4,1
2025-04-06,Campus_Laundry,24.8,Medium,2376.0,6,4,1
2025-04-07,Girls_Hostel_B,39.0,High,2160.0,0,4,0
2025-04-08,Academic_Block_1,25.0,Medium,1450.0,1,4,0
2025-04-09,Girls_Hostel_B,25.7,Medium,1560.0,2,4,0
2025-04-10,Academic_Block_1,38.2,Medium,1690.0,3,4,0
2025-04-11,Garden_Irrigation,34.8,Medium,1640.0,4,4,0
2025-04-12,Garden_Irrigation,22.3,Medium,1175.0,5,4,1
2025-04-13,Garden_Irrigation,29.3,Low,1100.0,6,4,1
2025-04-14,Indoor_Stadium,37.8,High,1860.0,0,4,0
2025-04-15,Central_Canteen,21.7,Low,910.0,1,4,0
2025-04-16,Boys_Hostel_C,39.7,Medium,1950.0,2,4,0
2025-04-17,Indoor_Stadium,31.9,Low,1095.0,3,4,0
2025-04-18,Central_Library,41.9,High,756.0,4,4,0
2025-04-19,Central_Library,18.1,High,58.6,5,4,1
2025-04-20,Central_Library,39.5,Medium,68.60000000000001,6,4,1
2025-04-21,Boys_Hostel_C,24.1,High,1860.0,0,4,0
2025-04-22,Girls_Hostel_B,31.0,High,2076.0,1,4,0
2025-04-23,Campus_Laundry,33.0,Medium,2934.0,2,4,0
2025-04-24,Indoor_Stadium,41.4,Medium,1725.0,3,4,0
2025-04-25,Central_Canteen,19.9,Low,930.0,4,4,0
2025-04-26,Main_Hostel_A,30.8,Low,2004.6000000000001,5,4,1
2025-04-27,Garden_Irrigation,18.0,High,1345.0,6,4,1
2025-04-28,Girls_Hostel_B,39.4,Low,1758.0,0,4,0
2025-04-29,Indoor_Stadium,36.6,Medium,1580.0,1,4,0
2025-04-30,Campus_Laundry,23.0,Medium,2457.0,2,4,0
2025-05-01,Central_Library,23.1,Medium,560.0,3,5,0
2025-05-02,Academic_Block_1,22.9,Medium,1310.0,4,5,0
2025-05-03,Boys_Hostel_C,33.4,Medium,2527.2000000000003,5,5,1
2025-05-04,Main_Hostel_A,27.0,Low,1669.2,6,5,1
2025-05-05,Central_Canteen,22.5,Low,990.0,0,5,0
2025-05-06,Indoor_Stadium,40.9,Medium,1685.0,1,5,0
2025-05-07,Academic_Block_1,35.5,Medium,1605.0,2,5,0
2025-05-08,Central_Library,38.1,Medium,694.0,3,5,0
2025-05-09,Central_Canteen,30.5,High,1750.0,4,5,0
2025-05-10,Girls_Hostel_B,26.6,Low,1716.0,5,5,1
2025-05-11,Campus_Laundry,36.3,High,3447.0,6,5,1
2025-05-12,Boys_Hostel_C,24.0,Medium,1548.0,0,5,0
2025-05-13,Garden_Irrigation,18.2,Medium,1210.0,1,5,0
2025-05-14,Girls_Hostel_B,36.9,Low,1464.0,2,5,0
2025-05-15,Indoor_Stadium,31.1,High,1585.0,3,5,0
2025-05-16,Indoor_Stadium,24.2,Medium,1280.0,4,5,0
2025-05-17,Boys_Hostel_C,39.8,Low,2230.8,5,5,1
2025-05-18,Girls_Hostel_B,22.1,Medium,1879.8,6,5,1
2025-05-19,Girls_Hostel_B,27.7,Medium,1770.0,0,5,0
2025-05-20,Indoor_Stadium,33.9,Medium,1645.0,1,5,0
2025-05-21,Campus_Laundry,18.4,Low,1791.0,2,5,0
2025-05-22,Central_Library,26.5,Medium,566.0,3,5,0
2025-05-23,Campus_Laundry,30.6,Low,2205.0,4,5,0
2025-05-24,Central_Library,33.0,Low,52.800000000000004,5,5,1
2025-05-25,Academic_Block_1,39.6,High,194.0,6,5,1
2025-05-26,Garden_Irrigation,40.7,Medium,1760.0,0,5,0
2025-05-27,Garden_Irrigation,25.3,Medium,1385.0,1,5,0
2025-05-28,Central_Library,22.0,Medium,526.0,2,5,0
2025-05-29,Girls_Hostel_B,37.4,Medium,1860.0,3,5,0
2025-05-30,Indoor_Stadium,37.4,Medium,1585.0,4,5,0
2025-05-31,Main_Hostel_A,30.1,Low,1887.6000000000001,5,5,1
2025-06-01,Boys_Hostel_C,42.0,Medium,2800.2000000000003,6,6,1
